Case ID,Timestamp,Filename,Prediction,Confidence,Risk Type,Threat Level,Trust Score,Action
CID-93899200,2026-04-16 20:05:35,WhatsApp Video 2026-03-11 at 7.46.01 PM.mp4,AUTHENTIC,7.715452462434769,No Immediate Risk (Authentic),LOW,92.28454753756523,Media is certified authentic. No action required.
CID-93899200,2026-04-16 20:35:29,adf9cb4466584d9d957ce4f94f7d2984.MP4,SYNTHETIC,99.64950680732727,Personal Reputation Damage / General Deepfake,HIGH,0.3504931926727295,Do not circulate. Save as evidence.
CID-93899200,2026-04-16 20:51:52,WhatsApp Video 2025-07-22 at 12.12.08 AM-3.mp4,AUTHENTIC,4.212215915322304,No Immediate Risk (Authentic),LOW,95.7877840846777,Media is certified authentic. No action required.
CID-2254BA8D,2026-04-18 11:09:24,WhatsApp Video 2026-03-11 at 7.46.01 PM (1).mp4,AUTHENTIC,5.3560856729745865,No Immediate Risk (Authentic),LOW,94.64391432702541,Media is certified authentic. No action required.
CID-2254BA8D,2026-04-18 11:10:38,adf9cb4466584d9d957ce4f94f7d2984.MP4,SYNTHETIC,99.64950680732727,Personal Reputation Damage / General Deepfake,HIGH,0.3504931926727295,Do not circulate. Save as evidence.
CID-86F73D88,2026-04-18 22:00:14,WhatsApp Video 2026-03-11 at 7.46.01 PM.mp4,AUTHENTIC,7.715452462434769,No Immediate Risk (Authentic),LOW,92.28454753756523,Media is certified authentic. No action required.
CID-2BDE6B4B,2026-04-20 19:19:05,adf9cb4466584d9d957ce4f94f7d2984.MP4,SYNTHETIC,99.64950680732727,Personal Reputation Damage / General Deepfake,HIGH,0.3504931926727295,Do not circulate. Save as evidence.
CID-2BDE6B4B,2026-04-20 19:20:49,WhatsApp Video 2025-07-22 at 12.12.08 AM-2.mp4,AUTHENTIC,4.9887776374816895,No Immediate Risk (Authentic),LOW,95.01122236251831,Media is certified authentic. No action required.
CID-2BDE6B4B,2026-04-20 19:21:59,OIP.axjzl-25CaEnxeRu0_kPuAHaFD.jpeg,Real,5.324547365307808,Personal Reputation Damage / General Deepfake,LOW,94.67545263469219,Do not circulate. Save as evidence.
CID-04A9AD84,2026-04-20 19:25:03,OIP.8qvMzW_O8mYDRUyq2YsP0AHaHa.jpeg,Real,6.949008256196976,Personal Reputation Damage / General Deepfake,LOW,93.05099174380302,Do not circulate. Save as evidence.
CID-375434BF,2026-04-20 19:29:58,OIP.axjzl-25CaEnxeRu0_kPuAHaFD.jpeg,Real,5.324547365307808,Personal Reputation Damage / General Deepfake,LOW,94.67545263469219,Do not circulate. Save as evidence.
CID-375434BF,2026-04-20 19:30:37,OIP.2vC7C4rskP2irXiHeH0WaQHaHa.jpeg,Real,6.850462406873703,Personal Reputation Damage / General Deepfake,LOW,93.1495375931263,Do not circulate. Save as evidence.
CID-375434BF,2026-04-20 19:31:15,WhatsApp Image 2026-04-12 at 12.10.07 PM.jpeg,Real,2.0639974623918533,Personal Reputation Damage / General Deepfake,LOW,97.93600253760815,Do not circulate. Save as evidence.
CID-375434BF,2026-04-20 19:31:43,mollyroselee-falling-tree-ai-generated-431321.mp3,Real,0.0,Personal Reputation Damage / General Deepfake,LOW,100.0,Do not circulate. Save as evidence.
